restaurant_name,city,locality,cuisines,average_cost_for_two,has_table_booking,has_online_delivery,price_range,aggregate_rating,rating_text,votes
Suruchi,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","North Indian, South Indian, Gujarati, Rajasthani",700,No,No,2,3.4,Average,233
Berco's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Chinese, Thai",1100,No,Yes,3,3.8,Good,508
Dunkin' Donuts,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Burger, Desserts, Fast Food",600,No,Yes,2,3.6,Good,98
The Chocolate Room,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Cafe, Desserts",900,No,Yes,2,3.6,Good,59
KFC,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","American, Fast Food, Burger",500,No,Yes,2,2.1,Poor,57
Barbeque Nation,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",North Indian,1600,No,No,3,4.0,Very Good,299
Yo! China,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",Chinese,1300,No,Yes,3,4.1,Very Good,239
Giani's,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","Ice Cream, Desserts",400,No,No,1,3.2,Average,16
Momo-Cha,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",Fast Food,200,No,Yes,1,2.7,Average,16
Shree Rathnam,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","South Indian, North Indian, Chinese",800,No,Yes,2,3.4,Average,48
Mirage Restro Bar,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","North Indian, Mughlai",1000,Yes,No,3,2.4,Poor,25
Gelato Vinto,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad","Desserts, Ice Cream",250,No,No,1,2.8,Average,12
Cakes 'n Bakes - Park Plaza,Faridabad,"Park Plaza, Sector 21, Faridabad",Bakery,1000,No,No,3,3.0,Average,15
Cafe Bite,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",Cafe,500,No,No,2,3.2,Average,19
Cafe Light,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad","Cafe, Chinese, Fast Food",500,No,No,2,2.8,Average,8
Oregano India,Faridabad,Sector 10,"Fast Food, Chinese, Italian",500,No,No,2,3.1,Average,11
Sagar Bakery,Faridabad,Sector 10,Bakery,150,No,No,1,3.0,Average,11
Smugglers,Faridabad,Sector 10,North Indian,450,No,Yes,1,3.1,Average,7
Welcome,Faridabad,Sector 10,"North Indian, Chinese",700,Yes,No,2,2.9,Average,13
Chimney,Faridabad,Sector 11,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,3.3,Average,25
Chopstick,Faridabad,Sector 11,Chinese,300,No,No,1,3.0,Average,22
Hot & Tasty Chinese Food,Faridabad,Sector 11,"North Indian, Chinese",450,No,No,1,2.6,Average,26
Sanjha Chulha,Faridabad,Sector 11,"North Indian, Mughlai",700,No,Yes,2,2.9,Average,16
Frontier,Faridabad,Sector 12,Bakery,200,No,No,1,2.9,Average,7
Oxy Lounge,Faridabad,Sector 12,"North Indian, Chinese, Italian",1500,Yes,Yes,3,3.1,Average,28
Al Bake,Faridabad,Sector 15,"North Indian, Chinese",600,No,Yes,2,3.2,Average,31
Anupam Sweet,Faridabad,Sector 15,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,No,No,1,3.4,Average,70
Cafe Coffee Day,Faridabad,Sector 15,Cafe,450,No,No,1,3.3,Average,67
Chicago Pizza,Faridabad,Sector 15,Pizza,600,No,No,2,2.7,Average,35
Crispy Crust,Faridabad,Sector 15,"North Indian, Chinese, Fast Food",500,No,Yes,2,3.4,Average,22
Gulab,Faridabad,Sector 15,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,No,Yes,2,2.6,Average,39
Hunger Cure Express,Faridabad,Sector 15,"Fast Food, Beverages",500,No,No,2,3.3,Average,35
Maitre Patissier,Faridabad,Sector 15,Bakery,500,No,No,2,3.4,Average,35
Nirula's,Faridabad,Sector 15,"Fast Food, Desserts, Ice Cream, Beverages",950,No,No,2,2.6,Average,14
The Grub House,Faridabad,Sector 15,"Cafe, North Indian, Chinese, Continental",600,No,No,2,2.7,Average,17
Twenty Four Seven,Faridabad,Sector 15,"Fast Food, North Indian",300,No,No,1,3.4,Average,35
Cafe Parmesan,Faridabad,Sector 15,Italian,1000,No,No,3,4.5,Excellent,799
Briosca,Faridabad,Sector 15,"Bakery, Fast Food",400,No,Yes,1,3.6,Good,62
Burger Point,Faridabad,Sector 15,"Burger, Fast Food",300,No,Yes,1,3.5,Good,24
Cafe Grub Up,Faridabad,Sector 15,"Cafe, American, Mexican, Italian, Thai",900,Yes,No,2,3.8,Good,134
Cakes At Bhawanas,Faridabad,Sector 15,Bakery,400,No,No,1,3.5,Good,26
Chaudhary Bhojnalaya,Faridabad,Sector 15,North Indian,400,No,No,1,3.6,Good,93
Chickenette,Faridabad,Sector 15,"Raw Meats, North Indian, Chinese, Fast Food",650,No,No,2,3.7,Good,280
Giani,Faridabad,Sector 15,"Ice Cream, Desserts",400,No,No,1,3.6,Good,70
Hash Stix,Faridabad,Sector 15,Fast Food,250,No,No,1,3.6,Good,25
Juice On Go,Faridabad,Sector 15,"Juices, Beverages",150,No,No,1,3.5,Good,18
Keventers,Faridabad,Sector 15,Beverages,400,No,No,1,3.6,Good,27
MD's Kebabs & Curries,Faridabad,Sector 15,"North Indian, Mughlai, Chinese",750,No,Yes,2,3.8,Good,27
Perfect Bake,Faridabad,Sector 15,"Bakery, Fast Food",400,No,No,1,3.5,Good,39
Sethi's Delicacy,Faridabad,Sector 15,"Fast Food, Bakery",150,No,No,1,3.8,Good,75
Cafí© Bogchi,Faridabad,Sector 15,"Cafe, Italian, Mexican, Continental",650,No,Yes,2,4.1,Very Good,153
Ashoka Restaurant,Faridabad,Sector 16,North Indian,400,No,No,1,2.9,Average,43
Baskin Robbins,Faridabad,Sector 16,Ice Cream,300,No,Yes,1,2.9,Average,4
China Hot Pot,Faridabad,Sector 16,"Chinese, Fast Food",400,No,No,1,2.5,Average,25
Handi Chhadeyan Di,Faridabad,Sector 16,North Indian,400,No,No,1,3.1,Average,26
Hungrill,Faridabad,Sector 16,"North Indian, Chinese, Continental",500,No,No,2,3.0,Average,4
Kant Khana Khazana,Faridabad,Sector 16,North Indian,250,No,No,1,3.4,Average,22
Open Yard,Faridabad,Sector 16,"North Indian, Chinese, Continental",800,Yes,No,2,3.3,Average,14
Recipe Badshah,Faridabad,Sector 16,North Indian,300,No,No,1,3.1,Average,8
The Chai Cafe,Faridabad,Sector 16,"Cafe, Chinese",400,No,No,1,3.1,Average,8
Eat N Treat,Faridabad,Sector 17,"Chinese, North Indian",400,No,No,1,2.8,Average,20
Hotel Ekant,Faridabad,Sector 17,"North Indian, Mughlai, Chinese",700,No,No,2,2.7,Average,39
Paradise Inn,Faridabad,Sector 17,"North Indian, Mughlai, Chinese",500,No,No,2,2.7,Average,43
Red Chilli,Faridabad,Sector 17,Chinese,300,No,No,1,2.8,Average,9
Shiv Restaurant,Faridabad,Sector 17,North Indian,400,No,No,1,2.7,Average,20
Sohan Sweets & Namkeen,Faridabad,Sector 17,Mithai,100,No,No,1,3.2,Average,41
The Binge Box Cafe,Faridabad,Sector 17,Cafe,500,No,No,2,3.4,Average,18
Tmos Moving Feast,Faridabad,Sector 17,"Chinese, North Indian",700,No,Yes,2,3.3,Average,76
Parkash Dhaba,Faridabad,Sector 19,"North Indian, Chinese",200,No,No,1,3.0,Average,6
Hareram Bikanerzaika,Faridabad,Sector 21,"Mithai, Street Food",200,No,No,1,2.8,Average,11
Kulcha Paaji,Faridabad,Sector 21,Street Food,100,No,No,1,3.1,Average,12
Shree Bikaner Misthan Bhandar,Faridabad,Sector 21,"Street Food, South Indian, Mithai",350,No,No,1,2.8,Average,13
"The Hub - Gourmet, Bakers & More",Faridabad,Sector 21,"Bakery, Fast Food",200,No,No,1,3.0,Average,7
Funk House Cafe,Faridabad,Sector 28,"Cafe, Italian, Salad",650,No,Yes,2,2.6,Average,15
Shiksha Fast Food,Faridabad,Sector 28,"Fast Food, Chinese",200,No,No,1,2.9,Average,5
Lalit Kathi Rolls Momos,Faridabad,Sector 29,Fast Food,100,No,No,1,3.1,Average,9
Butter & Grace,Faridabad,Sector 31,"North Indian, Chinese, Italian, Fast Food",700,No,Yes,2,3.1,Average,7
Snacks Bar,Faridabad,Sector 31,Chinese,350,No,No,1,2.9,Average,4
Anupama Sweets & Family Restaurant,Faridabad,Sector 34,"Mithai, North Indian, South Indian, Chinese, Fast Food",400,No,Yes,1,2.7,Average,28
Desi Tadka,Faridabad,Sector 37,"North Indian, Mughlai, Chinese",500,No,No,2,3.0,Average,6
Destination Live,Faridabad,Sector 37,"North Indian, Mughlai, Chinese",500,Yes,No,2,3.3,Average,12
Kay's Bake Land,Faridabad,Sector 37,"Bakery, Desserts",150,No,No,1,3.1,Average,19
Kay's Food Land,Faridabad,Sector 37,"Bakery, Desserts",100,No,No,1,3.1,Average,14
Laziz Restaurant,Faridabad,Sector 37,"North Indian, Mughlai",600,No,No,2,2.8,Average,11
Le Chef Restro Bar,Faridabad,Sector 37,"North Indian, Chinese",1000,Yes,No,3,2.7,Average,70
Republic of Chicken,Faridabad,Sector 37,"Raw Meats, Fast Food",400,No,No,1,3.1,Average,18
Tanishka Restaurant & Caterers,Faridabad,Sector 37,"North Indian, Chinese",300,No,No,1,2.9,Average,14
The Tandoori Times,Faridabad,Sector 37,North Indian,500,No,No,2,2.7,Average,48
Twist of Italy,Faridabad,Sector 37,"Chinese, Fast Food",350,No,No,1,3.6,Good,52
Cravings,Faridabad,Sector 41,"North Indian, Mughlai, Chinese",500,No,No,2,3.0,Average,4
Domino's Pizza,Faridabad,Sector 43,"Pizza, Fast Food",700,No,No,2,2.9,Average,10
Punjabi Culture,Faridabad,Sector 43,"North Indian, Mughlai",500,No,No,2,2.9,Average,4
Three Olives,Faridabad,Sector 43,"Italian, Fast Food",550,No,No,2,2.9,Average,4
Hunger Cure,Faridabad,Sector 46,"Fast Food, Chinese",700,No,No,2,3.2,Average,47
Queens Cakes,Faridabad,Sector 46,Bakery,200,No,No,1,3.5,Good,29
Invitation Restaurant,Faridabad,Sector 7,"North Indian, South Indian, Chinese, Fast Food",500,No,Yes,2,2.7,Average,17
Kaushik Bakery,Faridabad,Sector 7,Bakery,200,No,No,1,3.0,Average,9
Rama Vaishnav Bhojnalaya,Faridabad,Sector 7,"North Indian, Chinese",250,No,No,1,3.0,Average,7
Shiv Saras Vyanjan,Faridabad,Sector 7,Mithai,100,No,No,1,2.9,Average,5
Standard Family Restaurant,Faridabad,Sector 7,North Indian,450,No,No,1,2.9,Average,16
The Hunger End,Faridabad,Sector 7,"North Indian, Chinese",500,No,No,2,3.0,Average,4
Anupam Sweets & Restaurant,Faridabad,Sector 86,"North Indian, Chinese, Fast Food",450,No,Yes,1,3.0,Average,10
Caramel,Faridabad,Sector 86,"North Indian, Chinese, Continental",600,No,No,2,2.9,Average,9
Chaska Restaurant,Faridabad,Sector 86,"North Indian, Chinese",650,No,No,2,3.2,Average,24
Club Pizzeria,Faridabad,Sector 86,Pizza,550,No,Yes,2,3.4,Average,19
Gupha,Faridabad,Sector 86,"North Indian, Chinese",500,No,No,2,2.9,Average,8
Indian Gourmet,Faridabad,Sector 86,"North Indian, Chinese, Raw Meats",450,No,No,1,3.0,Average,8
Tandoori Zaaika's,Faridabad,Sector 86,"North Indian, Chinese",500,No,Yes,2,3.2,Average,39
TCD Cake & Bake,Faridabad,Sector 86,"Bakery, Fast Food",300,No,No,1,3.1,Average,10
The Grill Darbar,Faridabad,Sector 86,"North Indian, Mughlai, Chinese",500,No,No,2,3.3,Average,17
Urban Cuisine,Faridabad,Sector 86,"North Indian, Chinese, Mughlai",500,No,Yes,2,3.4,Average,37
Mister Mughal,Faridabad,Sector 86,Mughlai,600,No,Yes,2,3.5,Good,33
The Hub,Faridabad,Sector 9,"Bakery, Fast Food",200,No,No,1,3.1,Average,9
Aggarwal Sweets Centre,Faridabad,Suraj Kund,"Mithai, Street Food, Chinese",100,No,No,1,2.9,Average,4
Bawarchi,Faridabad,Suraj Kund,"North Indian, Chinese, Mughlai",550,No,No,2,3.0,Average,14
D ART of Flavour,Faridabad,Suraj Kund,"North Indian, Chinese",500,No,No,2,2.8,Average,13
Italia Cafe by Aura,Faridabad,Suraj Kund,"Fast Food, Beverages",400,No,No,1,2.8,Average,5
Pizza Street,Faridabad,Suraj Kund,"Fast Food, Pizza",550,No,Yes,2,2.6,Average,12
Rock Cafe,Faridabad,Suraj Kund,"North Indian, Chinese, South Indian",550,No,No,2,3.0,Average,8
Sardaar Ji Chaap & Rolls,Faridabad,Suraj Kund,North Indian,300,No,No,1,3.1,Average,7
Spice Wok,Faridabad,Suraj Kund,"North Indian, Chinese",600,No,No,2,3.1,Average,18
Vrindavan Sweets & Restaurant,Faridabad,Suraj Kund,"North Indian, Chinese, South Indian, Fast Food",350,No,No,1,3.0,Average,22
Yummy Cake,Faridabad,Suraj Kund,Bakery,400,No,No,1,3.0,Average,4
Bakers Delight - The Atrium,Faridabad,"The Atrium, Suraj Kund","Bakery, Desserts",700,No,No,2,3.0,Average,10
On The Rocks - The  Atrium,Faridabad,"The Atrium, Suraj Kund",Finger Food,1400,Yes,No,3,3.1,Average,18
World Cafe - Vibe by The LaLiT Traveller,Faridabad,"Vibe by The LaLit Traveller, Mathura Road","North Indian, Continental, Chinese",1900,Yes,No,3,3.3,Average,56
Chaudhary Ke Mashhoor Paranthe,Ghaziabad,Indirapuram,North Indian,150,No,No,1,2.8,Average,14
Thakur Bakers,Ghaziabad,Indirapuram,Bakery,150,No,No,1,3.0,Average,6
FoodByMom,Ghaziabad,Indirapuram,North Indian,300,No,Yes,1,3.6,Good,161
Mr. Brown,Ghaziabad,Indirapuram,"Fast Food, Cafe, Desserts, Bakery",500,No,Yes,2,3.9,Good,52
9 Mars Lounge,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Chinese",2500,Yes,No,4,2.5,Average,184
Barista,Ghaziabad,"Shipra Mall, Indirapuram",Cafe,650,No,Yes,2,3.4,Average,33
Baskin Robbins,Ghaziabad,"Shipra Mall, Indirapuram",Ice Cream,300,No,Yes,1,3.3,Average,27
Burger King,Ghaziabad,"Shipra Mall, Indirapuram","Burger, Fast Food",500,No,Yes,2,3.4,Average,327
Cafe Coffee Day,Ghaziabad,"Shipra Mall, Indirapuram",Cafe,450,No,No,1,3.2,Average,63
Chinese X'Press,Ghaziabad,"Shipra Mall, Indirapuram",Chinese,600,No,No,2,2.9,Average,16
Cinch,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Chinese, Continental",1500,Yes,No,3,2.6,Average,92
Costa Coffee,Ghaziabad,"Shipra Mall, Indirapuram",Cafe,600,No,No,2,3.3,Average,60
Domino's Pizza,Ghaziabad,"Shipra Mall, Indirapuram","Pizza, Fast Food",700,No,No,2,3.2,Average,17
Dosa X'press,Ghaziabad,"Shipra Mall, Indirapuram",South Indian,500,No,No,2,3.0,Average,6
Kebab Xpress,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Mughlai",600,No,No,2,2.7,Average,14
Let's Noodle,Ghaziabad,"Shipra Mall, Indirapuram",Chinese,700,No,Yes,2,2.6,Average,181
McDonald's,Ghaziabad,"Shipra Mall, Indirapuram","Fast Food, Burger",500,No,Yes,2,3.3,Average,150
Mx Corn,Ghaziabad,"Shipra Mall, Indirapuram",Fast Food,100,No,No,1,3.1,Average,7
Dunkin' Donuts,Ghaziabad,"Shipra Mall, Indirapuram","Burger, Desserts, Fast Food",600,No,Yes,2,3.6,Good,252
Haldiram's,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.6,Good,187
Pind Balluchi,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Mughlai",1000,Yes,Yes,3,1.8,Poor,322
Maini Restaurant,Ghaziabad,Surya Nagar,"North Indian, Fast Food",400,No,No,1,3.3,Average,114
The Dosa King,Ghaziabad,Surya Nagar,"South Indian, North Indian, Chinese",550,No,Yes,2,3.2,Average,80
Baba Au Rhum,Goa,Anjuna,"Italian, French, Cafe",800,No,No,3,4.5,Excellent,280
Burger Factory,Goa,Anjuna,Fast Food,1100,No,No,4,4.8,Excellent,415
Club Cubana,Goa,Anjuna,Finger Food,2000,No,No,4,4.4,Very Good,646
Curlies,Goa,"Anjuna Beach, Anjuna","Continental, North Indian, Italian, Seafood, Goan",1500,No,No,4,3.5,Good,1681
La Plage,Goa,Arambol,"Seafood, French",800,No,No,3,4.6,Excellent,302
St. Anthony's,Goa,Baga,"North Indian, Chinese, Continental, Goan, Seafood",1100,No,No,4,3.8,Good,911
Britto's Bar & Restaurant,Goa,Baga,"North Indian, Continental, Chinese, Seafood",1400,No,No,4,4.3,Very Good,2191
Fat Fish,Goa,Baga,"North Indian, Continental, Goan",1000,No,No,4,4.2,Very Good,856
Martin's Corner,Goa,Betalbatim,"Goan, Seafood, Chinese, North Indian",1600,No,No,4,4.4,Very Good,1115
Infantaria,Goa,Calangute,"Italian, Continental, Goan",800,No,No,3,3.7,Good,1221
Souza Lobo,Goa,"Calangute Beach, Calangute","North Indian, Continental, Goan",1300,No,No,4,4.3,Very Good,918
Fisherman's Cove,Goa,Candolim,"Goan, North Indian, Chinese",700,No,No,3,3.8,Good,601
Calamari,Goa,Candolim,"Goan, Seafood, Chinese",800,No,No,3,4.2,Very Good,414
The Fisherman's Wharf,Goa,Cavelossim,"Continental, Goan, Seafood, North Indian",1100,No,No,4,4.6,Excellent,555
LPK Waterfront,Goa,Nerul,Finger Food,1500,No,No,4,3.7,Good,516
Ritz Classic,Goa,Panaji,"Goan, Seafood, North Indian",600,No,No,3,4.5,Excellent,840
The Black Sheep Bistro,Goa,Panaji,"Seafood, Continental, European, German",1500,No,No,4,4.7,Excellent,681
Cafe Al Fresco by Cantina Bodega,Goa,Panaji,Cafe,800,No,No,3,4.3,Very Good,265
Antares,Goa,Vagator,Seafood,2000,No,No,4,4.2,Very Good,367
K Lab,Gurgaon," ILD Trade Centre Mall, Sohna Road","Cafe, Beverages",350,No,No,1,3.4,Average,16
Pind Balluchi,Gurgaon," ILD Trade Centre Mall, Sohna Road","North Indian, Mughlai",800,Yes,Yes,2,2.7,Average,80
Punjab Grill,Gurgaon,"Ambience Mall, Gurgaon","North Indian, Mughlai",2000,Yes,Yes,4,4.3,Very Good,1887
Zambar,Gurgaon,"Ambience Mall, Gurgaon","South Indian, Seafood, Kerala",1400,Yes,Yes,3,4.0,Very Good,802
Cakes & More,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Bakery,250,No,No,1,3.0,Average,4
Kwality Wall's Swirl's,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Ice Cream,200,No,No,1,3.0,Average,5
Yo! Dimsum,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Chinese,200,No,No,1,3.0,Average,10
Red,Gurgaon,Ardee City,"Japanese, Thai, Chinese",1200,No,Yes,3,3.0,Average,57
Rocketchefs,Gurgaon,Ardee City,"Pizza, Desserts",500,No,Yes,2,3.1,Average,4
The Fresh Chicken Store,Gurgaon,Ardee City,"Raw Meats, Fast Food",350,No,No,1,2.9,Average,4
Club Tokyo - Best Western Skycity Hotel,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",Japanese,1500,Yes,No,3,2.8,Average,13
Lattitude - Skycity Hotel,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon","North Indian, Chinese, Continental",2500,Yes,No,4,2.9,Average,15
Bisque Bakery,Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon","Bakery, Fast Food",500,No,Yes,2,3.9,Good,415
Behrouz Biryani,Gurgaon,"Central Plaza Mall, Golf Course Road",Biryani,600,No,Yes,2,3.4,Average,36
Domino's Pizza,Gurgaon,"Central Plaza Mall, Golf Course Road","Pizza, Fast Food",700,No,No,2,3.4,Average,104
Giani,Gurgaon,"Central Plaza Mall, Golf Course Road","Ice Cream, Desserts",400,No,Yes,1,3.4,Average,70
PizzaVito,Gurgaon,"Central Plaza Mall, Golf Course Road","Italian, Pizza, Lebanese",900,Yes,Yes,2,3.3,Average,218
Shawarma House,Gurgaon,"Central Plaza Mall, Golf Course Road",Lebanese,500,No,Yes,2,3.4,Average,225
Subway,Gurgaon,"Central Plaza Mall, Golf Course Road","American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.5,Average,150
Asian Bistro,Gurgaon,"Central Plaza Mall, Golf Course Road","Chinese, Thai, North Indian, Japanese",1600,Yes,Yes,3,3.8,Good,184
BBQ Factory,Gurgaon,"Central Plaza Mall, Golf Course Road",North Indian,1400,Yes,Yes,3,3.9,Good,146
Faaso's,Gurgaon,"Central Plaza Mall, Golf Course Road","North Indian, Fast Food",600,No,Yes,2,3.6,Good,33
Chaayos,Gurgaon,"Central Plaza Mall, Golf Course Road","Cafe, Tea",400,No,Yes,1,4.3,Very Good,48
Mosaic - Country Inn & Suites,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon","North Indian, Asian, Continental",1500,Yes,No,3,3.8,Good,91
60 ML - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",Finger Food,1000,Yes,No,3,3.0,Average,7
Mosaic - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites by Carlson, Sector 12","Continental, North Indian, Chinese",1800,Yes,No,3,3.5,Good,37
Big Shot Bar - Country Inn & Suites,Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar","Chinese, Italian, North Indian",2200,Yes,No,4,3.5,Good,32
Mosaic - Country Inn & Suites By Carlson,Gurgaon,"Country Inn & Suites, Sohna Road","North Indian, Chinese, Italian, Continental",1300,Yes,No,3,3.4,Average,19
Downtown Kitchen & Bar - Courtyard by Marriott,Gurgaon,"Courtyard by Marriott, Sushant Lok","Chinese, North Indian, Italian",2700,No,No,4,3.2,Average,6
Di Ghent Boulangerie,Gurgaon,"Cross Point Mall, DLF Phase 4","Cafe, Belgian",1700,No,No,3,3.9,Good,231
Khyen Chyen,Gurgaon,"Cross Point Mall, DLF Phase 4",Kashmiri,800,Yes,Yes,2,3.7,Good,364
The Pint Room,Gurgaon,"Cross Point Mall, DLF Phase 4","Finger Food, Continental, Italian",1700,Yes,No,3,3.7,Good,127
Tughlaq,Gurgaon,"Cross Point Mall, DLF Phase 4","North Indian, Mughlai, Chinese, Seafood",1000,No,Yes,3,3.5,Good,351
Big Wong XL,Gurgaon,"Cross Point Mall, DLF Phase 4","Chinese, Thai, Sushi",1500,Yes,Yes,3,4.0,Very Good,162
Bunker,Gurgaon,"Cross Point Mall, DLF Phase 4","Continental, North Indian, Chinese, Italian",1300,Yes,No,3,4.2,Very Good,248
Culture Cafe,Gurgaon,"Cross Point Mall, DLF Phase 4","Mediterranean, Continental",1500,Yes,Yes,3,4.2,Very Good,144
Nowhere Terrace Brewpub Cafe,Gurgaon,"Cross Point Mall, DLF Phase 4","Continental, European, Asian, North Indian, Chinese, Italian",1600,Yes,No,3,4.1,Very Good,214
Cafe G - Crowne Plaza,Gurgaon,"Crowne Plaza, Sector 29","North Indian, Continental, Chinese",3500,Yes,No,4,3.9,Good,181
Wildfire - Crowne Plaza,Gurgaon,"Crowne Plaza, Sector 29",South American,5000,Yes,No,4,3.7,Good,131
Isabella,Gurgaon,"Cyber Greens, DLF Cyber City","North Indian, Mughlai, Chinese",700,No,Yes,2,2.8,Average,191
Fatburger,Gurgaon,"Cyber Hub, DLF Cyber City","American, Mexican",1000,Yes,Yes,3,3.3,Average,793
Burma Burma,Gurgaon,"Cyber Hub, DLF Cyber City","Asian, Burmese",1500,Yes,No,3,4.6,Excellent,563
Pier 38,Gurgaon,"Cyber Hub, DLF Cyber City","Persian, Arabian, Lebanese, North Indian",1200,No,No,3,4.6,Excellent,177
Yum Yum Cha,Gurgaon,"Cyber Hub, DLF Cyber City","Chinese, Japanese, Sushi",1800,No,No,3,4.5,Excellent,407
Amici Cafe,Gurgaon,"Cyber Hub, DLF Cyber City","Cafe, Italian, Pizza",1200,Yes,Yes,3,3.7,Good,647
Au Bon Pain,Gurgaon,"Cyber Hub, DLF Cyber City","Cafe, Bakery",600,No,Yes,2,3.7,Good,503
California Pizza Kitchen,Gurgaon,"Cyber Hub, DLF Cyber City","Pizza, Italian",2500,Yes,Yes,4,3.7,Good,980
Chai Point,Gurgaon,"Cyber Hub, DLF Cyber City","Tea, Fast Food",200,No,Yes,1,3.7,Good,544
Cherry Comet,Gurgaon,"Cyber Hub, DLF Cyber City","Ice Cream, Desserts",400,No,Yes,1,3.6,Good,455
Circus,Gurgaon,"Cyber Hub, DLF Cyber City","North Indian, Chinese, Italian",1250,Yes,No,3,3.9,Good,230
Dunkin' Donuts,Gurgaon,"Cyber Hub, DLF Cyber City","Burger, Desserts, Fast Food",600,No,Yes,2,3.8,Good,701
Holy Smoke,Gurgaon,"Cyber Hub, DLF Cyber City","Steak, American",1800,Yes,No,3,3.6,Good,313
Italiano,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,1500,Yes,No,3,3.6,Good,625
